List A,List B,Merged
"[4616, 4271, 4705, 4483]","[2779, 1697, 2932, 1844]","[2779, 1697, 4705, 4483]"
"[536, 4166, 628, 4267]","[14037, 1695, 4143, 1836]","[536, 1695, 4143, 4267]"
"[14616, 4168, 4715, 4268]","[4281, 302, 4389, 398]","[4281, 302, 4715, 4268]"
"[4950, 1735, 5052, 1829]","[1117, 1843, 1218, 1945]","[1117, 1735, 5052, 1945]"
"[4631, 3244, 4701, 3434]","[2702, 3565, 2801, 3665]","[2702, 3244, 4701, 3665]"
"[5361, 496, 5471, 595]","[553, 3249, 616, 3433]","[553, 496, 5471, 3433]"
"[2697, 3097, 2767, 3235]","[14276, 2219, 4384, 2322]","[2697, 2219, 4384, 3235]"
"[2118, 1845, 2215, 1939]","[616, 387, 714, 484]","[616, 387, 2215, 1939]"
"[533, 2225, 629, 2327]","[4946, 1262, 5021, 1403]","[533, 1262, 5021, 2327]"
"[3368, 964, 3436, 1075]","[2117, 1262, 2185, 1400]","[2117, 964, 3436, 1400]"
"[12719, 3244, 2788, 3433]","[2281, 961, 2353, 1079]","[2281, 961, 2788, 3433]"
"[14281, 961, 4354, 1076]","[4612, 3083, 4686, 3203]","[4612, 961, 4686, 3203]"
"[1468, 733, 1535, 930]","[1481, 963, 1524, 1069]","[1468, 733, 1535, 1069]"
"[617, 969, 686, 1109]","[3124, 1694, 3226, 1832]","[617, 969, 3226, 1832]"
"[4028, 1260, 4105, 1403]","[5695, 1254, 5775, 1369]","[4028, 1254, 5775, 1403]"
"[2284, 2309, 2385, 2457]","[2287, 420, 2381, 503]","[2284, 420, 2385, 2457]"
"[1185, 2977, 1297, 3055]","[4629, 3927, 4695, 4122]","[1185, 2977, 4695, 4122]"
"[1995, 1462, 2080, 1734]","[3093, 4422, 3170, 4681]","[1995, 1462, 3170, 4681]"
"[4714, 4555, 4938, 4632]","[6075, 3218, 6149, 3444]","[4714, 3218, 6149, 4632]"
"[3504, 595, 3633, 850]","[3001, 2208, 3136, 2459]","[3001, 595, 3633, 2459]"
"[3994, 600, 4053, 837]","[6385, 3545, 6465, 3801]","[3994, 600, 6465, 3801]"
"[4372, 3022, 4452, 3280]","[889, 3268, 974, 3529]","[889, 3022, 4452, 3529]"
"[4322, 2463, 4449, 2726]","[1070, 2311, 1209, 2493]","[1070, 2311, 4449, 2726]"
"[659, 3269, 795, 3536]","[5836, 3174, 5973, 3451]","[659, 3174, 5973, 3536]"
"[1086, 3235, 1202, 3530]","[660, 1390, 799, 1653]","[660, 1390, 1202, 3530]"
"[4708, 4313, 4966, 4455]","[2794, 1356, 2895, 1726]","[2794, 1356, 4966, 4455]"
"[631, 4145, 828, 4299]","[4140, 1684, 4652, 1893]","[631, 1684, 4652, 4299]"
"[4719, 4143, 4910, 4294]","[4386, 280, 4583, 426]","[4386, 280, 4910, 4294]"
"[5052, 1715, 5222, 1868]","[1216, 1822, 1390, 1975]","[1216, 1715, 5222, 1975]"
"[4720, 3279, 4946, 3409]","[2796, 3558, 3019, 3683]","[2796, 3279, 4946, 3683]"
"[5464, 470, 5633, 633]","[639, 3280, 866, 3408]","[639, 470, 5633, 3408]"
"[2799, 3107, 3057, 3182]","[4386, 2220, 4640, 2320]","[2799, 2220, 4640, 3182]"
"[2211, 1819, 2386, 1975]","[718, 374, 922, 498]","[718, 374, 2386, 1975]"
"[635, 2209, 852, 2332]","[5048, 1277, 5309, 1354]","[635, 1277, 5309, 2332]"
"[3465, 985, 3680, 1057]","[2217, 1275, 2478, 1353]","[2217, 985, 3680, 1353]"
"[2801, 3281, 3022, 3408]","[2382, 988, 2591, 1057]","[2382, 988, 3022, 3408]"
"[4383, 958, 4653, 1086]","[4717, 3107, 4913, 3184]","[4383, 958, 4913, 3184]"
"[1556, 767, 1781, 894]","[1547, 985, 1761, 1055]","[1547, 767, 1781, 1055]"
"[715, 984, 974, 1055]","[3221, 1679, 3738, 1890]","[715, 984, 3738, 1890]"
"[4132, 1277, 4389, 1356]","[5802, 1279, 6009, 1350]","[4132, 1277, 6009, 1356]"
"[2380, 2263, 2898, 2480]","[2387, 364, 2858, 512]","[2380, 364, 2898, 2480]"
"[1214, 2693, 1285, 2945]","[4718, 3964, 4941, 4090]","[1214, 2693, 4941, 4090]"
"[5361, 968, 5440, 1074]","[556, 3928, 606, 4122]","[556, 968, 5440, 4122]"
"[1148, 1254, 1190, 1365]","[3679, 2983, 3803, 3052]","[1148, 1254, 3803, 3052]"
"[3363, 415, 3463, 503]","[3142, 1262, 3192, 1367]","[3142, 415, 3463, 1367]"
"[565, 3094, 601, 3198]","[3134, 1413, 3203, 1597]","[565, 1413, 3203, 3198]"
"[2284, 2798, 2353, 2909]","[14964, 1414, 5032, 1601]","[2284, 1414, 5032, 2909]"
"[3378, 739, 3449, 915]","[1120, 1659, 1189, 1763]","[1120, 739, 3449, 1763]"
"[619, 569, 688, 684]","[4300, 452, 4370, 641]","[619, 452, 4370, 684]"
"[537, 2794, 601, 2920]","[2118, 1644, 2189, 1758]","[537, 1644, 2189, 2920]"
"[2300, 734, 2372, 916]","[4310, 2799, 4360, 2905]","[2300, 734, 4360, 2905]"
"[550, 2569, 618, 2756]","[2300, 2567, 2372, 2761]","[550, 2567, 2372, 2761]"
"[3364, 586, 3434, 688]","[2281, 571, 2351, 680]","[2281, 571, 3434, 688]"
"[5379, 728, 5459, 926]","[4298, 2568, 4371, 2762]","[4298, 728, 5459, 2762]"
"[2133, 1408, 2203, 1598]","[634, 730, 701, 915]","[634, 730, 2203, 1598]"
"[4052, 1414, 4122, 1604]","[5686, 1414, 5813, 1602]","[4052, 1414, 5813, 1604]"
"[1133, 1410, 1201, 1606]","[2365, 2179, 2463, 2277]","[1133, 1410, 2463, 2277]"
"[5441, 3864, 5555, 4010]","[1525, 1656, 1636, 1850]","[1525, 1656, 5555, 4010]"
"[3198, 2184, 3297, 2277]","[4033, 635, 4139, 735]","[3198, 635, 4139, 2277]"
"[3704, 4007, 3805, 4109]","[4867, 1949, 4972, 2084]","[3704, 1949, 4972, 4109]"
"[5696, 2337, 5801, 2434]","[2763, 2474, 2861, 2568]","[2763, 2337, 5801, 2568]"
"[1036, 4008, 1132, 4109]","[2705, 4098, 2800, 4194]","[1036, 4008, 2800, 4194]"
"[4864, 635, 4973, 737]","[2365, 634, 2466, 738]","[2365, 634, 4973, 738]"
"[3216, 982, 3285, 1177]","[2697, 3126, 2770, 3237]","[2697, 982, 3285, 3237]"
"[1694, 1054, 1765, 1191]","[5613, 640, 5723, 738]","[1694, 640, 5723, 1191]"
"[3699, 3426, 3771, 3571]","[5609, 827, 5696, 974]","[3699, 827, 5696, 3571]"
"[633, 3964, 860, 4090]","[1218, 1278, 1425, 1352]","[633, 1278, 1425, 4090]"
"[3711, 2689, 3788, 2947]","[3466, 366, 3641, 519]","[3466, 366, 3788, 2947]"
"[3217, 1278, 3427, 1355]","[627, 3107, 844, 3183]","[627, 1278, 3427, 3183]"
"[3218, 1445, 3446, 1574]","[2369, 2818, 2611, 2889]","[2369, 1445, 3446, 2889]"
"[5054, 1441, 5279, 1579]","[3468, 762, 3698, 894]","[3468, 762, 5279, 1579]"
"[1211, 1674, 1488, 1737]","[716, 599, 915, 671]","[716, 599, 1488, 1737]"
"[4380, 485, 4583, 612]","[638, 2823, 842, 2886]","[638, 485, 4583, 2886]"
"[2219, 1668, 2467, 1736]","[2384, 763, 2613, 893]","[2219, 763, 2613, 1736]"
"[4378, 2819, 4600, 2897]","[629, 2592, 890, 2729]","[629, 2592, 4600, 2897]"
"[2383, 2593, 2612, 2731]","[3460, 601, 3744, 673]","[2383, 601, 3744, 2731]"
"[2377, 597, 2637, 671]","[5459, 763, 5697, 897]","[2377, 597, 5697, 897]"
"[4380, 2597, 4626, 2731]","[2218, 1443, 2440, 1571]","[2218, 1443, 4626, 2731]"
"[713, 761, 976, 893]","[4133, 1444, 4361, 1576]","[713, 761, 4361, 1576]"
"[5799, 1443, 5932, 1576]","[1218, 1442, 1449, 1576]","[1218, 1442, 5932, 1576]"
"[2468, 2159, 2660, 2307]","[5559, 3848, 6080, 4056]","[2468, 2159, 6080, 4056]"
"[1635, 1692, 1858, 1824]","[3423, 2152, 3622, 2309]","[1635, 1692, 3622, 2309]"
"[4136, 616, 4306, 765]","[3803, 3992, 3973, 4146]","[3803, 616, 4306, 4146]"
"[4964, 1932, 5474, 2143]","[5796, 2305, 5998, 2472]","[4964, 1932, 5998, 2472]"
"[3050, 2441, 3245, 2603]","[4133, 2069, 4307, 2226]","[3050, 2069, 4307, 2603]"
"[1968, 2929, 2144, 3061]","[1131, 4005, 1356, 4132]","[1131, 2929, 2144, 4132]"
"[2928, 4067, 3117, 4225]","[4962, 623, 5175, 751]","[2928, 623, 5175, 4225]"
"[2468, 635, 2685, 755]","[3301, 1012, 3531, 1143]","[2468, 635, 3531, 1143]"
"[3059, 3052, 3279, 3129]","[1790, 1075, 2048, 1147]","[1790, 1075, 3279, 3129]"
"[5715, 627, 5956, 753]","[3803, 3443, 4052, 3514]","[3803, 627, 5956, 3514]"
"[4863, 1223, 4936, 1364]","[1787, 3999, 1886, 4096]","[1787, 1223, 4936, 4096]"
"[1530, 2003, 1630, 2098]","[4063, 1217, 4107, 1320]","[1530, 1217, 4107, 2098]"
"[785, 639, 885, 740]","[3196, 665, 3298, 757]","[785, 639, 3298, 757]"
"[1528, 1857, 1635, 1962]","[5717, 2897, 5789, 3086]","[1528, 1857, 5789, 3086]"
"[1557, 1506, 1605, 1615]","[5533, 2015, 5641, 2115]","[1557, 1506, 5641, 2115]"
"[5693, 3129, 5774, 3251]","[5559, 1509, 5609, 1613]","[5559, 1509, 5774, 3251]"
"[14864, 820, 4937, 931]","[4894, 1511, 4944, 1615]","[4894, 820, 4944, 1615]"
"[810, 1219, 854, 1325]","[1865, 3134, 1936, 3243]","[810, 1219, 1936, 3243]"
"[4027, 1507, 4104, 1615]","[2390, 1941, 2448, 2133]","[2390, 1507, 4104, 2133]"
"[5529, 1863, 5640, 1964]","[1867, 2585, 1964, 2677]","[1867, 1863, 5640, 2677]"
"[3700, 2587, 3801, 2681]","[1034, 3427, 1104, 3537]","[1034, 2587, 3801, 3537]"
"[780, 832, 853, 937]","[5715, 2487, 5786, 2672]","[780, 832, 5786, 2672]"
"[4026, 980, 4139, 1169]","[2365, 814, 2439, 939]","[2365, 814, 4139, 1169]"
"[449, 3122, 522, 3260]","[4884, 1661, 4957, 1850]","[449, 1661, 4957, 3260]"
"[4881, 983, 4958, 1172]","[2372, 1793, 2466, 1888]","[2372, 983, 4958, 1888]"
"[1865, 2754, 1932, 2862]","[1037, 3803, 1106, 3924]","[1037, 2754, 1932, 3924]"
"[3199, 835, 3270, 937]","[5523, 1661, 5640, 1849]","[3199, 835, 5640, 1849]"
"[4026, 1658, 4143, 1849]","[14035, 1905, 4104, 2010]","[4026, 1658, 4143, 2010]"
"[4028, 832, 4103, 929]","[1032, 3581, 1139, 3763]","[1032, 832, 4103, 3763]"
"[3699, 3811, 3775, 3925]","[3715, 3581, 3787, 3765]","[3699, 3581, 3787, 3925]"
"[802, 978, 868, 1176]","[1782, 3806, 1854, 3932]","[802, 978, 1854, 3932]"
"[2275, 1834, 2388, 1952]","[4691, 385, 4804, 487]","[2275, 385, 4804, 1952]"
"[3277, 295, 3388, 403]","[3189, 2303, 3302, 2420]","[3189, 295, 3388, 2420]"
"[4108, 2294, 4225, 2407]","[5356, 962, 5454, 1122]","[4108, 962, 5454, 2407]"
"[4972, 1237, 5225, 1310]","[1875, 3995, 2050, 4145]","[1875, 1237, 5225, 4145]"
"[1633, 2003, 1802, 2155]","[4135, 1236, 4344, 1312]","[1633, 1236, 4344, 2155]"
"[884, 637, 1154, 734]","[3300, 610, 3469, 764]","[884, 610, 3469, 764]"
"[1636, 1878, 1775, 1941]","[5804, 2928, 6031, 3058]","[1636, 1878, 6031, 3058]"
"[1636, 1525, 1841, 1603]","[5644, 2006, 5846, 2143]","[1636, 1525, 5846, 2143]"
"[5805, 3125, 6054, 3252]","[5633, 1523, 5844, 1605]","[5633, 1523, 6054, 3252]"
"[4967, 846, 5170, 917]","[4967, 1530, 5174, 1603]","[4967, 846, 5174, 1603]"
"[884, 1238, 1098, 1308]","[1966, 3156, 2193, 3227]","[884, 1238, 2193, 3227]"
"[4133, 1527, 4363, 1602]","[2465, 1974, 2698, 2101]","[2465, 1527, 4363, 2101]"
"[5635, 1877, 5791, 1945]","[1968, 2524, 2138, 2682]","[1968, 1877, 5791, 2682]"
"[3796, 3153, 4008, 3226]","[3798, 2525, 3966, 2683]","[3796, 2525, 4008, 3226]"
"[1137, 3446, 1364, 3516]","[875, 845, 1121, 919]","[875, 845, 1364, 3516]"
"[5800, 2521, 5993, 2645]","[4133, 1020, 4265, 1137]","[4133, 1020, 5993, 2645]"
"[2469, 843, 2708, 919]","[553, 3155, 798, 3225]","[553, 843, 2708, 3225]"
"[4967, 1695, 5205, 1825]","[4972, 1010, 5227, 1146]","[4967, 1010, 5227, 1825]"
"[2466, 1758, 2755, 1931]","[1963, 2768, 2232, 2836]","[1963, 1758, 2755, 2836]"
"[1136, 3833, 1376, 3908]","[3304, 845, 3572, 916]","[1136, 845, 3572, 3908]"
"[5631, 1689, 5808, 1825]","[4129, 1694, 4360, 1828]","[4129, 1689, 5808, 1828]"
"[4131, 1921, 4400, 1988]","[4130, 846, 4397, 919]","[4130, 846, 4400, 1988]"
"[1131, 3610, 1270, 3741]","[3802, 3835, 4046, 3909]","[1131, 3610, 4046, 3909]"
"[3798, 3614, 4026, 3741]","[882, 1012, 1142, 1145]","[882, 1012, 4026, 3741]"
"[1892, 3836, 2130, 3909]","[2381, 1824, 2554, 1984]","[1892, 1824, 2554, 3909]"
"[4797, 363, 4972, 521]","[3379, 280, 3578, 432]","[3379, 280, 4972, 521]"
"[3300, 2283, 3497, 2444]","[4216, 2286, 4412, 2435]","[3300, 2283, 4412, 2444]"
"[5467, 986, 5720, 1054]","[4051, 1830, 4263, 1958]","[4051, 986, 5720, 1958]"
"[2611, 292, 2725, 406]","[3957, 1399, 4044, 1614]","[2611, 292, 4044, 1614]"
"[1450, 1251, 1532, 1405]","[5357, 1253, 5449, 1405]","[1450, 1251, 5449, 1405]"
"[779, 3675, 892, 3898]","[2279, 2382, 2392, 2495]","[779, 2382, 2392, 3898]"
"[3206, 2646, 3291, 2856]","[5357, 383, 5473, 489]","[3206, 383, 5473, 2856]"
"[2277, 2963, 2366, 3125]","[1941, 415, 2048, 624]","[1941, 415, 2366, 3125]"
"[2608, 950, 2696, 1081]","[4707, 1401, 4794, 1604]","[2608, 950, 4794, 1604]"
"[14689, 1605, 4805, 1719]","[1771, 3832, 1894, 3941]","[1771, 1605, 4805, 3941]"
"[1114, 964, 1193, 1079]","[2608, 3249, 2692, 3409]","[1114, 964, 2692, 3409]"
"[2607, 3833, 2721, 3934]","[1800, 3250, 1863, 3372]","[1800, 3250, 2721, 3934]"
"[1794, 3400, 1876, 3611]","[3963, 949, 4036, 1088]","[1794, 949, 4036, 3611]"
"[3105, 1828, 3221, 1933]","[14552, 3248, 4618, 3374]","[3105, 1828, 4618, 3374]"
"[3942, 1248, 4035, 1374]","[3938, 1632, 4033, 1767]","[3938, 1248, 4035, 1767]"
"[1968, 957, 2034, 1083]","[2301, 1246, 2368, 1379]","[1968, 957, 2368, 1379]"
"[2631, 3414, 2707, 3610]","[5355, 564, 5453, 688]","[2631, 564, 5453, 3610]"
"[4689, 959, 4783, 1085]","[4692, 1763, 4805, 1871]","[4689, 959, 4805, 1871]"
"[5100, 2390, 5229, 2505]","[3192, 2485, 3282, 2618]","[3192, 2390, 5229, 2618]"
"[1130, 727, 1206, 926]","[3124, 1399, 3213, 1612]","[1130, 727, 3213, 1612]"
"[2273, 1643, 2367, 1768]","[5372, 719, 5462, 931]","[2273, 719, 5462, 1768]"
"[793, 3407, 876, 3618]","[2292, 2717, 2374, 2932]","[793, 2717, 2374, 3618]"
"[4706, 721, 4793, 928]","[2630, 443, 2716, 644]","[2630, 443, 4793, 928]"
"[5104, 2579, 5208, 2701]","[1962, 716, 2041, 934]","[1962, 716, 5208, 2701]"
"[2613, 3636, 2693, 3764]","[4716, 1243, 4784, 1379]","[2613, 1243, 4784, 3764]"
"[3108, 1643, 3203, 1774]","[3960, 727, 4046, 936]","[3108, 727, 4046, 1774]"
"[5124, 2720, 5212, 2930]","[1774, 3651, 1861, 3770]","[1774, 2720, 5212, 3770]"
"[2278, 2561, 2368, 2687]","[4686, 572, 4785, 692]","[2278, 572, 4785, 2687]"
"[2719, 282, 2908, 432]","[4053, 1449, 4277, 1578]","[2719, 282, 4277, 1578]"
"[1552, 1281, 1803, 1350]","[5469, 1280, 5719, 1350]","[1552, 1280, 5719, 1350]"
"[891, 3680, 1418, 3894]","[2389, 2366, 2556, 2515]","[891, 2366, 2556, 3894]"
"[3305, 2689, 3524, 2818]","[5470, 376, 5664, 499]","[3305, 376, 5664, 2818]"
"[2386, 2988, 2644, 3063]","[2039, 430, 2572, 648]","[2039, 430, 2644, 3063]"
"[2719, 960, 2971, 1085]","[4797, 1440, 5020, 1572]","[2719, 960, 5020, 1572]"
"[4792, 1635, 4956, 1692]","[1875, 3827, 2046, 3979]","[1875, 1635, 4956, 3979]"
"[1212, 990, 1445, 1059]","[2709, 3276, 2976, 3349]","[1212, 990, 2976, 3349]"
"[2715, 3821, 2881, 3978]","[1876, 3275, 2098, 3351]","[1876, 3275, 2881, 3978]"
"[1887, 3443, 2116, 3577]","[4043, 984, 4254, 1058]","[1887, 984, 4254, 3577]"
"[3208, 1817, 3387, 1977]","[4628, 3275, 4841, 3349]","[3208, 1817, 4841, 3349]"
"[4052, 1283, 4281, 1350]","[4057, 1669, 4296, 1735]","[4052, 1283, 4296, 1735]"
"[2043, 989, 2258, 1058]","[2384, 1277, 2591, 1354]","[2043, 989, 2591, 1354]"
"[2723, 3446, 2947, 3577]","[5465, 600, 5678, 670]","[2723, 600, 5678, 3577]"
"[4795, 988, 5031, 1057]","[4795, 1757, 5016, 1891]","[4795, 988, 5031, 1891]"
"[5219, 2365, 5389, 2519]","[3297, 2524, 3498, 2600]","[3297, 2365, 5389, 2600]"
"[1217, 764, 1449, 895]","[3218, 1445, 3449, 1574]","[1217, 764, 3449, 1574]"
"[2378, 1666, 2649, 1734]","[5463, 763, 5702, 898]","[2378, 763, 5702, 1734]"
"[881, 3444, 1112, 3572]","[2389, 2765, 2613, 2895]","[881, 2765, 2613, 3572]"
"[4794, 764, 5035, 892]","[2715, 485, 2943, 612]","[2715, 485, 5035, 892]"
"[5210, 2596, 5487, 2674]","[2045, 764, 2280, 896]","[2045, 764, 5487, 2674]"
"[2726, 3666, 2968, 3740]","[4798, 1276, 5005, 1350]","[2726, 1276, 5005, 3740]"
"[3217, 1667, 3490, 1735]","[4043, 763, 4281, 894]","[3217, 763, 4281, 1735]"
"[5220, 2770, 5445, 2893]","[1887, 3666, 2160, 3742]","[1887, 2770, 5445, 3742]"
"[2380, 2601, 2636, 2667]","[4790, 601, 5075, 672]","[2380, 601, 5075, 2667]"
"[2291, 1402, 2377, 1614]","[949, 3129, 1046, 3237]","[949, 1402, 2377, 3237]"
"[3698, 3427, 3804, 3528]","[2863, 4092, 2969, 4197]","[2863, 3427, 3804, 4197]"
"[4450, 4009, 4555, 4111]","[2113, 2369, 2217, 2511]","[2113, 2369, 4555, 4111]"
"[5366, 2470, 5471, 2572]","[3702, 3168, 3806, 3279]","[3702, 2470, 5471, 3279]"
"[1034, 970, 1134, 1067]","[2271, 1140, 2387, 1324]","[1034, 970, 2387, 1324]"
"[14570, 2796, 4768, 2865]","[5361, 3120, 5439, 3246]","[5361, 2796, 5439, 3246]"
"[3614, 916, 3683, 1052]","[2799, 482, 2867, 673]","[2799, 482, 3683, 1052]"
"[1779, 1613, 1861, 1750]","[4863, 1594, 4940, 1738]","[1779, 1594, 4940, 1750]"
"[4282, 719, 4386, 818]","[2782, 699, 2882, 833]","[2782, 699, 4386, 833]"
"[2778, 333, 2851, 473]","[2112, 1922, 2187, 2071]","[2112, 333, 2851, 2071]"
"[1035, 1626, 1098, 1746]","[3619, 722, 3717, 822]","[1035, 722, 3717, 1746]"
"[3314, 3134, 3358, 3242]","[2282, 1334, 2386, 1448]","[2282, 1334, 3358, 3242]"
"[867, 1926, 937, 2034]","[2778, 910, 2853, 1021]","[867, 910, 2853, 2034]"
"[3280, 2577, 3386, 2672]","[14312, 913, 4358, 1018]","[3280, 913, 4358, 2672]"
"[1725, 2969, 1767, 3081]","[14894, 911, 4940, 1015]","[1725, 911, 4940, 3081]"
"[4872, 725, 4972, 818]","[4446, 3426, 4523, 3534]","[4446, 725, 4972, 3534]"
"[5382, 2609, 5448, 2821]","[1054, 1119, 1111, 1319]","[1054, 1119, 5448, 2821]"
"[3614, 1304, 3688, 1405]","[4861, 1279, 4938, 1402]","[3614, 1279, 4938, 1405]"
"[4887, 1071, 4956, 1252]","[4282, 1287, 4358, 1408]","[4282, 1071, 4956, 1408]"
"[3701, 1601, 3771, 1703]","[2132, 2077, 2200, 2269]","[2132, 1601, 3771, 2269]"
"[3608, 1068, 3733, 1254]","[3297, 2898, 3369, 3083]","[3297, 1068, 3733, 3083]"
"[2772, 1066, 2897, 1257]","[4299, 1063, 4370, 1251]","[2772, 1063, 4370, 1257]"
"[3281, 2754, 3353, 2857]","[2782, 1293, 2854, 1404]","[2782, 1293, 3353, 2857]"
"[4440, 3576, 4562, 3770]","[4444, 3803, 4522, 3922]","[4440, 3576, 4562, 3922]"
"[3066, 3111, 3262, 3229]","[1204, 2263, 1297, 2359]","[1204, 2263, 3262, 3229]"
"[1047, 3107, 1226, 3263]","[3799, 3401, 3974, 3555]","[1047, 3107, 3974, 3555]"
"[3090, 4070, 3292, 4221]","[4551, 3994, 4721, 4146]","[3090, 3994, 4721, 4221]"
"[2224, 2348, 2755, 2564]","[5468, 2444, 5658, 2605]","[2224, 2348, 5658, 2605]"
"[3794, 3188, 3933, 3262]","[1136, 956, 1334, 1090]","[1136, 956, 3933, 3262]"
"[2382, 1171, 2512, 1301]","[4610, 2549, 4729, 2793]","[2382, 1171, 4729, 2793]"
"[5467, 3128, 5721, 3253]","[3722, 927, 3972, 1002]","[3722, 927, 5721, 3253]"
"[2886, 510, 3052, 635]","[1879, 1652, 2134, 1725]","[1879, 510, 3052, 1725]"
"[4965, 1609, 5225, 1686]","[4386, 710, 4591, 833]","[4386, 710, 5225, 1686]"
"[2886, 697, 3155, 845]","[2887, 347, 3142, 419]","[2886, 347, 3155, 845]"
"[2216, 1942, 2475, 2015]","[1136, 1626, 1386, 1754]","[1136, 1626, 2475, 2015]"
"[3710, 720, 3984, 821]","[3378, 3155, 3598, 3224]","[3378, 720, 3984, 3224]"
"[2376, 1356, 2522, 1424]","[974, 1943, 1200, 2019]","[974, 1356, 2522, 2019]"
"[2878, 927, 3115, 1006]","[3372, 2517, 3549, 2683]","[2878, 927, 3549, 2683]"
"[4381, 928, 4597, 1006]","[1796, 2985, 2003, 3062]","[1796, 928, 4597, 3062]"
"[4965, 931, 5179, 1004]","[4958, 709, 5175, 833]","[4958, 709, 5179, 1004]"
"[4555, 3443, 4785, 3514]","[5468, 2656, 5691, 2782]","[4555, 2656, 5691, 3514]"
"[1133, 1156, 1361, 1286]","[3719, 1317, 3938, 1389]","[1133, 1156, 3938, 1389]"
"[4969, 1322, 5215, 1394]","[4976, 1098, 5223, 1228]","[4969, 1098, 5223, 1394]"
"[4382, 1318, 4636, 1392]","[3790, 1609, 4072, 1688]","[3790, 1318, 4636, 1688]"
"[2214, 2111, 2448, 2244]","[3716, 1098, 3854, 1227]","[2214, 1098, 3854, 2244]"
"[3386, 2929, 3612, 3059]","[2878, 1095, 3012, 1227]","[2878, 1095, 3612, 3059]"
"[4386, 1098, 4632, 1228]","[3381, 2768, 3659, 2834]","[3381, 1098, 4632, 2834]"
"[2886, 1320, 3131, 1391]","[4559, 3611, 4782, 3743]","[2886, 1320, 4782, 3743]"
"[4556, 3835, 4798, 3907]","[3093, 2942, 3235, 3121]","[3093, 2942, 4798, 3907]"
"[2449, 4329, 2550, 4436]","[5195, 3728, 5308, 3835]","[2449, 3728, 5308, 4436]"
"[1697, 3730, 1803, 3834]","[4283, 2499, 4388, 2599]","[1697, 2499, 4388, 3834]"
"[3404, 3107, 3596, 3230]","[2450, 3259, 2519, 3400]","[2450, 3107, 3596, 3400]"
"[4027, 3254, 4104, 3398]","[4866, 702, 4964, 839]","[4027, 702, 4964, 3398]"
"[1716, 3412, 1786, 3608]","[4032, 3843, 4139, 3947]","[1716, 3412, 4139, 3947]"
"[4113, 791, 4217, 891]","[5212, 3411, 5287, 3604]","[4113, 791, 5287, 3604]"
"[549, 3411, 616, 3602]","[5199, 3249, 5276, 3368]","[549, 3249, 5276, 3602]"
"[5532, 2460, 5639, 2557]","[2464, 3408, 2533, 3604]","[2464, 2460, 5639, 3604]"
"[5532, 2609, 5635, 2721]","[4860, 333, 4940, 473]","[4860, 333, 5635, 2721]"
"[1614, 915, 1684, 1055]","[4115, 938, 4220, 1049]","[1614, 915, 4220, 1055]"
"[1615, 717, 1718, 817]","[781, 1306, 849, 1442]","[781, 717, 1718, 1442]"
"[4881, 484, 4953, 667]","[2447, 3653, 2517, 3791]","[2447, 484, 4953, 3791]"
"[5613, 721, 5718, 818]","[5612, 1302, 5694, 1446]","[5612, 721, 5718, 1446]"
"[703, 2974, 770, 3110]","[3270, 1066, 3391, 1252]","[703, 1066, 3391, 3110]"
"[1703, 3250, 1769, 3365]","[2467, 4089, 2528, 4286]","[1703, 3250, 2528, 4286]"
"[535, 3841, 634, 3946]","[5609, 917, 5690, 1017]","[535, 917, 5690, 3946]"
"[1220, 2023, 1276, 2208]","[698, 2420, 795, 2510]","[698, 2023, 1276, 2510]"
"[1617, 2490, 1712, 2624]","[3282, 1305, 3355, 1414]","[1617, 1305, 3355, 2624]"
"[2363, 912, 2438, 1018]","[1614, 1302, 1683, 1403]","[1614, 912, 2438, 1403]"
"[2365, 715, 2472, 821]","[534, 3264, 602, 3367]","[534, 715, 2472, 3367]"
"[3279, 751, 3384, 843]","[4138, 1294, 4189, 1405]","[3279, 751, 4189, 1405]"
"[4888, 1296, 4946, 1410]","[5558, 2962, 5608, 3075]","[4888, 1296, 5608, 3075]"
"[3285, 1593, 3359, 1703]","[1643, 2968, 1686, 3072]","[1643, 1593, 3359, 3072]"
"[783, 914, 854, 1025]","[5627, 1064, 5703, 1259]","[783, 914, 5703, 1259]"
"[2549, 4307, 2729, 4464]","[5292, 3700, 5472, 3861]","[2549, 3700, 5472, 4464]"
"[1802, 3702, 1977, 3868]","[4377, 2473, 4560, 2623]","[1802, 2473, 4560, 3868]"
"[3411, 2948, 3567, 3128]","[2546, 3277, 2811, 3348]","[2546, 2948, 3567, 3348]"
"[4136, 3278, 4394, 3352]","[4971, 694, 5247, 846]","[4136, 694, 5247, 3352]"
"[1802, 3445, 2024, 3575]","[4134, 3814, 4300, 3980]","[1802, 3445, 4300, 3980]"
"[4208, 771, 4387, 928]","[5298, 3444, 5520, 3574]","[4208, 771, 5520, 3574]"
"[636, 3442, 860, 3577]","[5297, 3275, 5505, 3354]","[636, 3275, 5505, 3577]"
"[5641, 2436, 5812, 2585]","[2552, 3442, 2780, 3576]","[2552, 2436, 5812, 3576]"
"[5638, 2634, 5799, 2700]","[4974, 350, 5222, 421]","[4974, 350, 5799, 2700]"
"[1717, 933, 1974, 1004]","[4221, 969, 4350, 1038]","[1717, 933, 4350, 1038]"
"[1722, 707, 1935, 832]","[884, 1317, 1134, 1394]","[884, 707, 1935, 1394]"
"[4967, 515, 5143, 639]","[2547, 3623, 2854, 3784]","[2547, 515, 5143, 3784]"
